Short Name,Position,League Name,Club Name,Nationality,Age,Overall,Gross Annual Eur,Predicted Center Eur,Predicted Low Eur,Predicted High Eur,Status
Mateus Fernandes,Midfielder,Premier League,West Ham United,Portugal,20,76,481924.0,1949350.0,1543733.0,2453787.0,underpaid
W. Mikelbrencis,Defender,Bundesliga,Hamburger SV,France,21,67,470000.0,562818.0,487988.0,655216.0,underpaid
N. Leali,Goalkeeper,Serie A,Genoa,Italy,32,71,460000.0,843077.0,704307.0,1032867.0,underpaid
A. Moris,Goalkeeper,Saudi Pro League,Al Khaleej,Luxembourg,35,75,460000.0,1040308.0,841738.0,1296578.0,underpaid
A. Radif,Attacker,Saudi Pro League,Al Hilal,Saudi Arabia,22,61,460000.0,535494.0,471236.0,573003.0,underpaid
Danilo Veiga,Defender,Serie A,Lecce,Portugal,22,69,460000.0,603708.0,499847.0,704831.0,underpaid
J. Ekhator,Attacker,Serie A,Genoa,Italy,18,61,460000.0,542260.0,468818.0,587413.0,underpaid
F. Doucouré,Defender,Ligue 1,Le Havre AC,Mali,24,69,450000.0,634149.0,527871.0,736339.0,underpaid
R. Labeau Lascary,Attacker,Ligue 1,Stade Brestois 29,France,22,72,450000.0,1140798.0,943744.0,1377542.0,underpaid
M. Sibyani,Defender,Saudi Pro League,Al Ettifaq,Saudi Arabia,24,61,450000.0,525911.0,465755.0,554389.0,underpaid
M. Al Absi,Goalkeeper,Saudi Pro League,Al Ittihad,Saudi Arabia,22,55,450000.0,545967.0,474514.0,591801.0,underpaid
R. Fofana,Attacker,Ligue 1,RC Lens,France,19,65,450000.0,584460.0,492568.0,699173.0,underpaid
J. Ekomié,Defender,Ligue 1,Angers SCO,Gabon,21,68,450000.0,529865.0,471996.0,565420.0,underpaid
A. Aman,Defender,Saudi Pro League,Al Nassr,Saudi Arabia,20,54,450000.0,519391.0,465755.0,548994.0,underpaid
S. Al Mousa,Defender,Saudi Pro League,Al Ittihad,Saudi Arabia,22,65,450000.0,589534.0,491183.0,698670.0,underpaid
T. Haji,Attacker,Saudi Pro League,Al Riyadh,Saudi Arabia,17,58,450000.0,527291.0,466895.0,559455.0,underpaid
F. Al Shamrani,Midfielder,Saudi Pro League,Al Riyadh,Saudi Arabia,19,58,450000.0,518312.0,466291.0,546833.0,underpaid
O. Al Mermesh,Goalkeeper,Saudi Pro League,Al Ittihad,Saudi Arabia,21,55,450000.0,519698.0,466291.0,548994.0,underpaid
A. Calabresi,Defender,Serie A,Pisa,Italy,29,68,440000.0,607281.0,483611.0,749288.0,underpaid
M. Prati,Midfielder,Serie A,Cagliari,Italy,21,71,440000.0,784628.0,657313.0,953369.0,underpaid
M. Backhaus,Goalkeeper,Bundesliga,SV Werder Bremen,Germany,21,67,420000.0,626791.0,496936.0,763735.0,underpaid
J. Niehues,Midfielder,Bundesliga,1. FC Heidenheim 1846,Germany,24,69,420000.0,640938.0,497216.0,785628.0,underpaid
Joel Roca,Midfielder,La Liga,Girona FC,Spain,20,69,420000.0,724472.0,635739.0,827237.0,underpaid
Pablo Durán,Attacker,La Liga,RC Celta,Spain,24,74,420000.0,1260706.0,1037614.0,1507349.0,underpaid
Víctor Parada,Defender,La Liga,Deportivo Alavés,Spain,23,67,420000.0,606294.0,491222.0,735891.0,underpaid
Yusi,Defender,La Liga,Deportivo Alavés,Morocco,19,63,420000.0,612216.0,503800.0,734310.0,underpaid
A. Al Bulayhi,Defender,Saudi Pro League,Al Hilal,Saudi Arabia,35,70,410000.0,1130906.0,922371.0,1486659.0,underpaid
J. Al Salem,Attacker,Saudi Pro League,Al Ettifaq,Saudi Arabia,20,55,390000.0,518544.0,465755.0,548013.0,underpaid
A. Hawsawi,Defender,Saudi Pro League,Al Ettifaq,Saudi Arabia,28,56,390000.0,561981.0,473566.0,591025.0,underpaid
S. Balobaid,Defender,Saudi Pro League,Al Shabab,Saudi Arabia,25,64,380000.0,586103.0,479022.0,704743.0,underpaid
K. Coulibaly,Defender,Bundesliga,SV Werder Bremen,Germany,18,60,380000.0,540270.0,470071.0,575375.0,underpaid
N. Al Saadi,Midfielder,Saudi Pro League,Al Shabab,Saudi Arabia,24,61,380000.0,529572.0,470368.0,562879.0,underpaid
A. Abo Rasain,Goalkeeper,Saudi Pro League,Al Hilal,Saudi Arabia,21,52,380000.0,519698.0,466291.0,548994.0,underpaid
H. Al Shanqeeti,Goalkeeper,Saudi Pro League,Al Ittihad,Saudi Arabia,20,56,380000.0,520047.0,466291.0,548416.0,underpaid
M. Abdullah,Attacker,Saudi Pro League,Al Shabab,Saudi Arabia,19,54,380000.0,519097.0,465425.0,548994.0,underpaid
M. Barnawi,Defender,Saudi Pro League,Al Ittihad,Saudi Arabia,19,55,380000.0,518530.0,465755.0,548077.0,underpaid
A. Al Nashri,Midfielder,Saudi Pro League,Al Ittihad,Saudi Arabia,23,59,380000.0,554861.0,475868.0,618120.0,underpaid
A. Matuq,Attacker,Saudi Pro League,Al Shabab,Saudi Arabia,22,54,380000.0,538572.0,472263.0,577266.0,underpaid
A. Al Ouwiradi,Goalkeeper,Saudi Pro League,Al Shabab,Saudi Arabia,23,54,380000.0,521034.0,466776.0,550340.0,underpaid
Unai Gómez,Midfielder,La Liga,Athletic Club,Spain,22,73,380000.0,1183741.0,967721.0,1409871.0,underpaid
S. Schimmer,Attacker,Bundesliga,1. FC Heidenheim 1846,Germany,31,68,380000.0,782889.0,607283.0,996853.0,underpaid
M. Tramoni,Attacker,Serie A,Pisa,France,25,74,370000.0,932967.0,806088.0,1070842.0,underpaid
A. Hazazi,Midfielder,Saudi Pro League,Al Qadsiah FC,Saudi Arabia,31,66,360000.0,644572.0,493377.0,802611.0,underpaid
A. Al Hassan,Midfielder,Saudi Pro League,Al Nassr,Saudi Arabia,28,66,350000.0,626634.0,485343.0,783155.0,underpaid
S. Canestrelli,Defender,Serie A,Pisa,Italy,24,70,350000.0,643272.0,491121.0,816363.0,underpaid
P. Masini,Midfielder,Serie A,Genoa,Italy,24,65,330000.0,591115.0,491426.0,715961.0,underpaid
Tiago Gabriel,Defender,Serie A,Lecce,Portugal,20,68,330000.0,618088.0,487132.0,776069.0,underpaid
A. Zerbin,Midfielder,Serie A,Cremonese,Italy,26,73,330000.0,1212406.0,934283.0,1420739.0,underpaid
Z. Hawsawi,Defender,Saudi Pro League,Al Ahli SFC,Saudi Arabia,24,65,320000.0,631718.0,511265.0,757802.0,underpaid
T. Kristensen,Defender,Serie A,Udinese,Denmark,23,72,320000.0,749699.0,610927.0,924032.0,underpaid
T. Baljawsh,Goalkeeper,Saudi Pro League,Al Ettifaq,Saudi Arabia,21,52,320000.0,519924.0,466291.0,548994.0,underpaid
Adrián Liso,Attacker,La Liga,Getafe CF,Spain,20,69,310000.0,570823.0,479952.0,686340.0,underpaid
R. Alhassane,Defender,La Liga,Real Oviedo,Niger,23,69,310000.0,581583.0,479312.0,682086.0,underpaid
R. Faivre,Midfielder,Saudi Pro League,Al Taawoun FC,France,26,76,301202.0,3482402.0,2967693.0,4157211.0,underpaid
F. Al Ghamdi,Midfielder,Saudi Pro League,Al Ittihad,Saudi Arabia,23,68,300000.0,772607.0,625609.0,938570.0,underpaid
Jacobo Ramón,Defender,Serie A,Como,Spain,20,64,300000.0,625701.0,496478.0,764422.0,underpaid
S. Angori,Midfielder,Serie A,Pisa,Italy,21,69,280000.0,607902.0,497624.0,719485.0,underpaid
R. Idrissi,Defender,Serie A,Cagliari,Morocco,20,65,280000.0,509995.0,465755.0,539187.0,underpaid
M. Palestra,Midfielder,Serie A,Cagliari,Italy,20,65,280000.0,673600.0,550174.0,792351.0,underpaid
A. Caracciolo,Defender,Serie A,Pisa,Italy,35,71,280000.0,787378.0,566961.0,1038440.0,underpaid
R. Al Otaibi,Goalkeeper,Saudi Pro League,Al Ettifaq,Saudi Arabia,25,67,260000.0,595990.0,480983.0,732523.0,underpaid
F. Al Ghamdi,Midfielder,Saudi Pro League,Al Ettifaq,Saudi Arabia,21,50,260000.0,566114.0,479751.0,688425.0,underpaid
P. Peter,Attacker,Ligue 1,Angers SCO,France,17,63,220000.0,543228.0,468522.0,587413.0,underpaid
A. Al Othman,Attacker,Saudi Pro League,Al Shabab,Saudi Arabia,21,60,190000.0,526839.0,467551.0,557773.0,underpaid
S. Al Anzi,Defender,Saudi Pro League,Al Shabab,Saudi Arabia,21,53,190000.0,519414.0,466291.0,548416.0,underpaid
A. Dahal,Defender,Saudi Pro League,Al Ettifaq,Saudi Arabia,20,54,190000.0,517970.0,465755.0,547007.0,underpaid
Santi Cazorla,Midfielder,La Liga,Real Oviedo,Spain,40,75,190000.0,1105804.0,918175.0,1295901.0,underpaid
R. Floriani Mussolini,Defender,Serie A,Cremonese,Italy,22,68,190000.0,582625.0,481053.0,691180.0,underpaid
H. Al Sibyani,Defender,Saudi Pro League,Al Shabab,Saudi Arabia,24,60,170000.0,520592.0,466642.0,550120.0,underpaid
Z. Al Ghamdi,Midfielder,Saudi Pro League,Al Ettifaq,Saudi Arabia,20,47,170000.0,518202.0,465425.0,547262.0,underpaid
E. Audero,Goalkeeper,Serie A,Cremonese,Italy,28,78,150000.0,1748313.0,1339963.0,2368034.0,underpaid
S. Diop,Midfielder,Ligue 1,Stade Brestois 29,France,20,57,150000.0,623190.0,496450.0,763767.0,underpaid
S. Britschgi,Defender,Serie A,Parma,Switzerland,18,52,130000.0,587463.0,482989.0,732442.0,underpaid
S. Hagawi,Attacker,Saudi Pro League,Al Nassr,Saudi Arabia,19,55,120000.0,519675.0,465755.0,549521.0,underpaid
R. Al Najjar,Goalkeeper,Saudi Pro League,Al Nassr,Saudi Arabia,28,59,120000.0,559340.0,472613.0,587413.0,underpaid
A. Al Sanbi,Goalkeeper,Saudi Pro League,Al Ahli SFC,Saudi Arabia,24,60,100000.0,521103.0,466776.0,550340.0,underpaid
M. Marran,Attacker,Saudi Pro League,Al Nassr,Saudi Arabia,24,57,90000.0,520419.0,466624.0,550120.0,underpaid
L. Foster,Attacker,Premier League,Burnley,South Africa,24,72,46338.0,996883.0,817888.0,1257059.0,underpaid
